name,cuisine,time,ingredients,instructions,calories,type,health_label,health_score,servings,picture
Classic Macaroni and Cheese,American,45,"1⁄2 cup fresh bread crumbs|8 tbsp. butter|1⁄2 tsp. cayenne pepper|6 tbsp. flour|1⁄2 cup heavy cream|1 lb. short macaroni, cooked|Salt and freshly ground white pepper|4 cups grated sharp cheddar|3 3⁄4 cups hot whole milk","Preheat oven to 35|Melt 6 tbsp. butter in a medium saucepan over low heat.|Add flour and cook, stirring constantly, for about 4 minutes.Stir in cayenne and season to taste with salt and pepper.|Whisk in hot milk, 1/2 cup at a time, and cook, stirring, until sauce thickens. Reduce heat to low and stir in 2 cups of cheese. Cook, stirring, until cheese melts, about 2 minutes.|Combine pasta and sauce in a large bowl, and season with salt.|Sprinkle 1/2 cup cheese over the bottom of a buttered 8""  11"" baking dish.|Place one-third of the pasta in the baking dish, top with 1/2 cup of cheese, then repeat, layering pasta and cheese, ending with cheese, making three layers in all.|Pour cream over assembled macaroni and cheese. Melt remaining butter in a skillet.|Add bread crumbs, coat with melted butter, and sprinkle over macaroni and cheese.|Bake until crust is golden, about 30 minutes. Allow to rest for 15 minutes before serving.",510,side dish|lunch|main course|main dish|dinner,,18,6,https://spoonacular.com/recipeImages/639629-556x370.jpg
Classic Mint Julep,British,45,6 sprigs Fresh mint|1 tablespoon Simple syrup|Crushed ice|1 ounce Bourbon,"In a tall glass, add the mint and simple syrup. With the handle of a spoon, crush and mash the leaves to extract the flavors. Fill the glass with the crushed ice and pour in the bourbon. Using a tea spoon, jiggle the contents to mix and chill.|Strain into a julep cup filled with crushed ice.|Garnish with fresh mint sprigs.",123,antipasti|starter|snack|appetizer|antipasto|hor doeuvre,dairy free|lacto ovo vegetarian|vegan,0,1,https://spoonacular.com/recipeImages/639618-556x370.jpg
Classic scones,British,45,"3/4 cup milk|2 cups self raising flour|strawberry jam and cream, for serving|50g unsalted butter, softened","Using fingertips, rub butter into flour until mixture resembles fine breadcrumbs.Make a well in the centre of the dry ingredients and add milk, stirring with a metal spatula or butter knife until mixture comes away from the sides of the bowl. If mixture is dry, add a little extra milk.Turn mixture onto a lightly floured bench and bring the dough together until a rough ball of dough is formed. Do not over-knead. Pat dough to 2 cm thickness. With a clean knife, quarter the dough or use a round cutter to cut rounds.Arrange scones onto a baking paper lined tray and bake at 220C for 12-15 minutes until golden and they sound hollow when lightly tapped on the base.|Serve scones straight from the oven with jam and cream.",398,morning meal|brunch|breakfast,lacto ovo vegetarian,2,4,https://spoonacular.com/recipeImages/639637-556x370.jpg
Coastal Avocado Salad with Grapes and Shrimp,British,45,"1 pound large pink bay shrimp|1 cup seedless California grapes, quartered|1/2 cup chopped celery|1/2 cup chopped water chestnuts|2 each green onions, sliced, white and green parts kept separate|2 tablespoons mayonnaise|2 tablespoons dry sherry|1/4 teaspoon salt|1/4 teaspoon freshly ground black pepper|Few drops toasted sesame oil|Pinch dry mustard|1 tablespoon sesame seeds","In a medium bowl, combine the shrimp, grapes, celery, water chestnuts and the sliced whites of the green onion. In a small bowl, combine the mayonnaise, sherry, salt, pepper, sesame oil and dry mustard. Gently mix with shrimp and grape mixture.|Sprinkle with the sliced green part of the onion and the sesame seeds. Refrigerate until ready to serve.|Serves",222,side dish|lunch|main course|salad|main dish|dinner,gluten free|dairy free|pescatarian,4,4,https://spoonacular.com/recipeImages/639672-556x370.jpg
Coconut Cream Pie Vegan Milkshake,Italian,45,1 cup fresh or frozen coconut meat|1 tablespoon lemon juice|1 tablespoon coconut oil|1 cup light coconut milk|1 ripe frozen banana|1 teaspoon pure vanilla extract|2 tablespoons graham cracker crumbs (check label to ensure it is vegan)|1 tablespoon toasted coconut flakes|ice cubes,"Combine coconut meat, lemon juice, coconut oil, coconut milk, banana, vanilla, agave nectar (optional) and graham cracker crumbs in a blender; pulse until smooth.|Top with soy or dairy based whip cream, sprinkle with additional graham crackers and garnish with toasted coconut flakes.|Serves 2-3",268,beverage|drink,dairy free|lacto ovo vegetarian|vegan,1,3,https://spoonacular.com/recipeImages/639749-556x370.jpg
Coconut Crusted Rockfish,Mediterranean,45,"1 1/2 c. basmati rice, well rinsed|3 tablespoons butter|4 eggs|1/2 c. flour|2 T. minced fresh cilantro|3 tablespoons fresh lime juice|2 limes|1 ripe mango, diced|1 small onion, chopped fine|1 T. orange juice|1/2 c. panko breadcrumbs|1/3 c. finely diced red bell pepper|4 rockfish fillet|salt & pepper|1/2 of a serrano chile, ribs and seeds removed, minced fine|1 cup unsweetened shredded coconut|3/4 c. vegetable oil|1 T. water","Make the salsa: In a small bowl, combine all the salsa ingredients, season with salt &amp; pepper (pepper is optional). Set aside while preparing everything else.Start the rice: Melt the butter in a large saucepan over medium heat.|Add onion and 1/2 t. salt. Cook until softened, about 5 minutes.|Add the rice and coconut and saute about 3 minutes, until rice starts to become translucent at the edges.|Add the water, bring to a boil, then reduce heat to low and cover. Cook about 15 minutes, until the water is absorbed and rice is tender.|Remove pan from heat and let sit, covered for 10 minutes. Gently fluff the rice with a fork.|Add the cilantro and lime juice and pepper to taste.Make the fish: Meanwhile, pat the fish fillets dry and season with salt and pepper. In one dish place the flour, in another dish, beat the eggs and 1 T. water until mixed, and in another mix together the coconut and panko. Working with one fillet at a time, dredge fish in the flour, then pat off the excess, dip in the egg, letting any excess drip back into the bowl, then coat in the coconut-panko mix, pressing the coating onto the fish to be sure it adheres.|Heat the oven to 200 degrees f. (to keep the fish warm between batches).|Heat the oil in a large nonstick skillet over medium-high heat until the oil shimmers and just starts to near the smoking point.|Add 2 of the fillets and cook about 3 minutes per side, until the fish is golden and cooked through.|Drain briefly on paper towels and place in the warm oven while cooking the remaining fish.|Serve the fish and rice with the mango salsa and lime wedges.",1202,lunch|main course|main dish|dinner,pescatarian,36,4,https://spoonacular.com/recipeImages/639752-556x370.jpg
Coconut Guava Ice cream,Indian,45,A handful of Blueberries|1 can of Organic Coconut milk (You can also make this from scratch)|3/4 cup of Condensed milk|1/2 of a large guava|1/2 cup of crushed peanuts (for garnishing),"Place the can of coconut milk in the freezer and allow to solidify. (This could take 4-6 hours depending on the temperature of your freezer)Take out the can of coconut milk and open it completely. The milk and coconut water would have separated and the coconut water part would be clearer than the milk. With a very sharp knife, cut through the frozen coconut milk to separate the milk from the coconut water.|Place the frozen coconut milk part in the blender.|Pour in your condensed milk and chopped de-seeded guava.and blend for about 3-5 minutes at intervals.|Pour in a bowl, pour in your blue berries, stir in and pop it in the freezer.Allow your coconut ice cream to freeze for about 3-6 hours and serve garnished with the crushed peanuts.",536,,gluten free|lacto ovo vegetarian,13,4,https://spoonacular.com/recipeImages/716321-556x370.jpg
Cod with Tomato-Olive-Chorizo Sauce and Mashed Potatoes,British,45,"50g pitted black olives, halved|500 g cod fillets, fresh or frozen|4 Tbs fresh parsley, chopped|Fresh parsley leaves, chopped|1 Tbs lemon juice|1 Tbs olive oil|2 Tbs olive oil|240g whole plum tomatoes, canned|300 g potatoes|100g fresh red pepper, trimmed, cut into small strips|½ tsp salt|100g chorizo or a semi-smoked sausage, cubed","If frozen, thaw completely the cod fillets, and dry them with paper towels. season with salt and set aside.Peel and quarter the potatoes, and cook in lightly salted water until tender.Meanwhile, fry the pepper in olive oil for 3-4 minutes.|Add cubed sausage, saut for another 2-3 minutes.|Add the whole plum tomatoes,  halve them with a flat end of a wooden spoon.Stir in olives and parsley, cook the sauce gently for 2 minutes. Set aside.|Drain the potatoes and season with parsley, olive oil and lemon juice. Use a hand masher to mix and mash. Leave in a warm place.|Place the cod fillets into a hot oiled non-stick pan and cook over a high heat for 5 minutes on each side or until golden brown.|Serve with mashed potatoes and sauce.",733,lunch|main course|main dish|dinner,gluten free|dairy free|whole 30,83,2,https://spoonacular.com/recipeImages/639851-556x370.jpg
Corned Beef And Cabbage With Irish Mustard Sauce,British,270,"1 bay leaf|1 tbsp. butter, melted|1 (2 lb.) cabbage, cut into wedges|1 large carrot, scraped and sliced|1/4 c. cider vinegar (good quality)|1 (4 lb.) corned beef brisket|1 tbsp. cornstarch|1 tsp. dry mustard|2 egg yolks, beaten|1 bunch fresh parsley|1 tsp. horseradish|2 lbs. new potatoes, peeled|3 medium onions|1/4 teaspoon pepper|1/2 tsp. salt|2 tsp. sugar|1 c. water","Combine corned beef and water to cover in a large Dutch oven; bring to a boil then remove from heat.|Drain.|Add fresh water to cover.|Add onion, carrot, parsley, bay leaf, and pepper. Bring to a boil once again, then reduce to a low simmer. Skim off foam, if necessary. Cover and simmer 4 hours or until tender.|Remove onion and parsley.|Add potatoes to Dutch oven. Simmer 10 minutes.|Add cabbage wedges, and simmer 20 minutes or until vegetables are tender.|Remove and discard bay leaf.To make the Irish Mustard Sauce, combine cornstarch, sugar, dry mustard and salt in a medium saucepan; stir well.|Add water and cook over low heat, stirring constantly, until thickened.|Remove from heat. Stir in vinegar, butter and horseradish. Gradually stir about 1/4 of hot mixture into yolks; add to remaining hot mixture, stirring constantly. Cook over low heat, stirring constantly, until thickened.|Transfer corned beef and vegetables to a serving platter.|Serve with Irish Mustard Sauce.",835,lunch|main course|main dish|dinner,gluten free,44,6,https://spoonacular.com/recipeImages/640136-556x370.jpg
Corned Beef Cakes,British,45,2 cups of Breadcrumbs|Chicken Seasoning cubes|1 can of Corned Beef|2 Eggs|1/4 cup of Milk|Oil for deep frying|1/2 bulb of Onion|1 Tablespoon of Chopped Parsley|2 Irish Potatoes|1 Scotch bonnet Pepper,"Wash, peel and boil your potatoes with a pinch of chicken seasoning|Mash the potatoes and set aside.Mash the corned beef and combine the potatoes, add the chopped onions, parsley, chopped pepper, seasoning and set aside.|Whisk the eggs with the milk and pour 3 tablespoons of the mix into the mashed corned beef and potato mix. Scoop a small portion of your mix and mould. Dip it in the egg mix and roll in the breadcrumbs and set aside.In a pan of hot oil, deep fry the corned beef cakes till golden brown. P:S –|Place the cakes in gently and also take out gently as this is a softer cake and may crumble easily",620,,,28,3,https://spoonacular.com/recipeImages/797177-556x370.jpg
Corned Beef Ribs With Brown Sugar and Mustard Glaze,French,45,"4 Bay leaves|2 dozen whole black peppercorns|1 small head cabbage, trimmed and quartered (I prefer Napa cabbage!)|4 mediums carrots, peeled|1 tablespoon cider vinegar|2.5 pounds corned beef ribs|2 tablespoons Dijon mustard|2 large cloves garlic, thinly sliced|1/4 cup light beer|1/2 cup light brown sugar|2 mediums yellow onions, peeled and halved with root end intact|4 mediums firm potatoes, peeled and halved|2 quarts hot water","Preheat an oven to 350Stud the rinsed and peeled rack of corned beef ribs with the three cloves, fairly evenly spaced along the top meaty side of the ribs.|Place the ribs in a large, deep covered roasting pan or Dutch oven.|Sprinkle the peppercorns on top of the ribs along with the slices of garlic and the bay leaves.|Add enough water to just cover the ribs - this will vary depending on the size of your pan.|Put the pan, covered, into the oven and cook for one hour.While the ribs are braising for the first hour, prepare the vegetables.After the first hour, add all the vegetables, except for the cabbage, into the pan. Re-cover and return to the oven for 45 minutes.After the 45 minutes, add the cabbage to the pan, re-cover and return to the oven for fifteen minutes.During the final braising of the ribs and vegetables, prepare the glaze.|Combine the sugar, beer and vinegar in a small saucepan and heat to a boil over medium heat.Cook at a low boil for 5 minutes, stirring often.|Remove the glaze from the heat, add the mustard and stir to combine.Set aside until ribs and vegetables are finished braising.|Remove the vegetables and ribs from the oven when the cooking time is complete (about 2 hours).|Remove the ribs and place on a baking rack set over a pan. Re-cover the vegetables to keep them warm while you glaze the ribs.|Brush a light coat of glaze on the underside of the ribs and a thicker layer on the top side.  Use about 1/2 the glaze.|Place the ribs into the oven and cook for 15 minutes.  This will give you a good base layer of glaze.After 15 minutes, remove the ribs for a final coating and turn the oven up to 425|Brush the rest of the glaze on the ribs, return to the oven and cook for 10 to 15 minutes more, until the glaze is lightly browned and bubbly but not burned.When the glazed ribs are done, allow to cook for a couple of minutes (that sugar will be hot!).|Remove the vegetables from the braising liquid and serve with the ribs on a platter to serve and cut at the table or cut the meat into rib sections. If you wish to forego the vegetables,  by the way, the ribs make a fantastic appetizer all on their own.",927,lunch|main course|main dish|dinner,dairy free,73,4,https://spoonacular.com/recipeImages/640141-556x370.jpg
